,Unnamed: 0,path,x,y,w,h,image_id
3904,3904,HAM10000_images_part_1/ISIC_0025332.jpg,121,116,243,198,ISIC_0025332
3905,3905,HAM10000_images_part_1/ISIC_0025454.jpg,19,76,506,380,ISIC_0025454
3906,3906,HAM10000_images_part_1/ISIC_0024992.jpg,20,51,431,329,ISIC_0024992
3907,3907,HAM10000_images_part_1/ISIC_0027243.jpg,175,46,271,326,ISIC_0027243
3908,3908,HAM10000_images_part_1/ISIC_0028170.jpg,151,160,262,183,ISIC_0028170
3909,3909,HAM10000_images_part_1/ISIC_0027257.jpg,120,107,274,251,ISIC_0027257
3910,3910,HAM10000_images_part_1/ISIC_0028164.jpg,36,9,491,449,ISIC_0028164
3911,3911,HAM10000_images_part_1/ISIC_0026149.jpg,146,231,138,138,ISIC_0026149
3912,3912,HAM10000_images_part_1/ISIC_0025440.jpg,81,48,453,359,ISIC_0025440
3913,3913,HAM10000_images_part_1/ISIC_0024986.jpg,169,78,231,275,ISIC_0024986
3914,3914,HAM10000_images_part_1/ISIC_0025326.jpg,166,107,273,303,ISIC_0025326
3915,3915,HAM10000_images_part_1/ISIC_0027531.jpg,59,65,464,374,ISIC_0027531
3916,3916,HAM10000_images_part_1/ISIC_0028602.jpg,183,81,208,262,ISIC_0028602
3917,3917,HAM10000_images_part_1/ISIC_0026607.jpg,132,99,324,211,ISIC_0026607
3918,3918,HAM10000_images_part_1/ISIC_0027519.jpg,224,172,146,165,ISIC_0027519
3919,3919,HAM10000_images_part_1/ISIC_0029252.jpg,153,64,293,336,ISIC_0029252
3920,3920,HAM10000_images_part_1/ISIC_0026161.jpg,125,50,331,378,ISIC_0026161
3921,3921,HAM10000_images_part_1/ISIC_0025468.jpg,227,144,214,172,ISIC_0025468
3922,3922,HAM10000_images_part_1/ISIC_0024776.jpg,13,0,416,347,ISIC_0024776
3923,3923,HAM10000_images_part_1/ISIC_0024762.jpg,207,140,167,161,ISIC_0024762
3924,3924,HAM10000_images_part_1/ISIC_0028158.jpg,227,132,208,237,ISIC_0028158
3925,3925,HAM10000_images_part_1/ISIC_0029246.jpg,109,15,365,436,ISIC_0029246
3926,3926,HAM10000_images_part_1/ISIC_0026175.jpg,132,38,279,294,ISIC_0026175
3927,3927,HAM10000_images_part_1/ISIC_0026613.jpg,153,6,248,257,ISIC_0026613
3928,3928,HAM10000_images_part_1/ISIC_0026820.jpg,163,70,267,317,ISIC_0026820
3929,3929,HAM10000_images_part_1/ISIC_0027280.jpg,211,90,190,183,ISIC_0027280
3930,3930,HAM10000_images_part_1/ISIC_0024789.jpg,227,150,173,171,ISIC_0024789
3931,3931,HAM10000_images_part_1/ISIC_0025497.jpg,118,121,330,258,ISIC_0025497
3932,3932,HAM10000_images_part_1/ISIC_0024951.jpg,158,150,261,215,ISIC_0024951
3933,3933,HAM10000_images_part_1/ISIC_0025483.jpg,156,89,301,248,ISIC_0025483
3934,3934,HAM10000_images_part_1/ISIC_0024945.jpg,310,326,340,174,ISIC_0024945
3935,3935,HAM10000_images_part_1/ISIC_0027294.jpg,213,161,147,152,ISIC_0027294
3936,3936,HAM10000_images_part_1/ISIC_0026834.jpg,172,111,281,222,ISIC_0026834
3937,3937,HAM10000_images_part_1/ISIC_0028819.jpg,191,87,244,242,ISIC_0028819
3938,3938,HAM10000_images_part_1/ISIC_0028831.jpg,175,104,251,217,ISIC_0028831
3939,3939,HAM10000_images_part_1/ISIC_0029291.jpg,189,117,216,217,ISIC_0029291
3940,3940,HAM10000_images_part_1/ISIC_0029285.jpg,32,0,491,449,ISIC_0029285
3941,3941,HAM10000_images_part_1/ISIC_0024979.jpg,78,0,541,384,ISIC_0024979
3942,3942,HAM10000_images_part_1/ISIC_0026808.jpg,18,43,535,403,ISIC_0026808
3943,3943,HAM10000_images_part_1/ISIC_0028825.jpg,44,51,383,338,ISIC_0028825
3944,3944,HAM10000_images_part_1/ISIC_0028372.jpg,164,125,351,341,ISIC_0028372
3945,3945,HAM10000_images_part_1/ISIC_0027041.jpg,8,9,599,443,ISIC_0027041
3946,3946,HAM10000_images_part_1/ISIC_0024548.jpg,40,185,268,210,ISIC_0024548
3947,3947,HAM10000_images_part_1/ISIC_0025656.jpg,120,32,357,367,ISIC_0025656
3948,3948,HAM10000_images_part_1/ISIC_0025130.jpg,0,78,454,422,ISIC_0025130
3949,3949,HAM10000_images_part_1/ISIC_0028414.jpg,24,80,264,264,ISIC_0028414
3950,3950,HAM10000_images_part_1/ISIC_0027727.jpg,98,153,152,150,ISIC_0027727
3951,3951,HAM10000_images_part_1/ISIC_0026439.jpg,57,183,209,184,ISIC_0026439
3952,3952,HAM10000_images_part_1/ISIC_0028400.jpg,237,154,183,156,ISIC_0028400
3953,3953,HAM10000_images_part_1/ISIC_0027733.jpg,41,28,443,258,ISIC_0027733
3954,3954,HAM10000_images_part_1/ISIC_0025124.jpg,131,59,106,105,ISIC_0025124
3955,3955,HAM10000_images_part_1/ISIC_0025642.jpg,114,75,337,285,ISIC_0025642
3956,3956,HAM10000_images_part_1/ISIC_0029078.jpg,230,85,253,241,ISIC_0029078
3957,3957,HAM10000_images_part_1/ISIC_0028366.jpg,29,84,388,317,ISIC_0028366
3958,3958,HAM10000_images_part_1/ISIC_0027055.jpg,90,40,289,331,ISIC_0027055
3959,3959,HAM10000_images_part_1/ISIC_0024574.jpg,198,176,243,223,ISIC_0024574
3960,3960,HAM10000_images_part_1/ISIC_0026363.jpg,136,14,295,301,ISIC_0026363
3961,3961,HAM10000_images_part_1/ISIC_0029050.jpg,207,127,330,316,ISIC_0029050
3962,3962,HAM10000_images_part_1/ISIC_0028428.jpg,395,126,132,122,ISIC_0028428
3963,3963,HAM10000_images_part_1/ISIC_0026405.jpg,145,71,328,300,ISIC_0026405
3964,3964,HAM10000_images_part_1/ISIC_0025118.jpg,100,63,372,305,ISIC_0025118
3965,3965,HAM10000_images_part_1/ISIC_0026411.jpg,289,306,169,152,ISIC_0026411
3966,3966,HAM10000_images_part_1/ISIC_0026377.jpg,237,100,237,241,ISIC_0026377
3967,3967,HAM10000_images_part_1/ISIC_0029044.jpg,59,105,402,324,ISIC_0029044
3968,3968,HAM10000_images_part_1/ISIC_0027069.jpg,0,35,599,429,ISIC_0027069
3969,3969,HAM10000_images_part_1/ISIC_0024560.jpg,131,116,414,245,ISIC_0024560
3970,3970,HAM10000_images_part_1/ISIC_0025695.jpg,143,50,302,324,ISIC_0025695
3971,3971,HAM10000_images_part_1/ISIC_0027082.jpg,122,72,318,413,ISIC_0027082
3972,3972,HAM10000_images_part_1/ISIC_0027928.jpg,225,140,243,192,ISIC_0027928
3973,3973,HAM10000_images_part_1/ISIC_0027096.jpg,113,99,284,217,ISIC_0027096
3974,3974,HAM10000_images_part_1/ISIC_0026388.jpg,342,1,183,252,ISIC_0026388
3975,3975,HAM10000_images_part_1/ISIC_0025681.jpg,41,85,443,285,ISIC_0025681
3976,3976,HAM10000_images_part_1/ISIC_0025859.jpg,125,85,342,351,ISIC_0025859
3977,3977,HAM10000_images_part_1/ISIC_0029093.jpg,200,98,195,217,ISIC_0029093
3978,3978,HAM10000_images_part_1/ISIC_0025871.jpg,168,83,246,297,ISIC_0025871
3979,3979,HAM10000_images_part_1/ISIC_0027900.jpg,105,67,407,292,ISIC_0027900
3980,3980,HAM10000_images_part_1/ISIC_0027914.jpg,116,0,362,317,ISIC_0027914
3981,3981,HAM10000_images_part_1/ISIC_0025865.jpg,210,100,169,272,ISIC_0025865
3982,3982,HAM10000_images_part_1/ISIC_0028399.jpg,181,155,153,167,ISIC_0028399
3983,3983,HAM10000_images_part_1/ISIC_0029087.jpg,120,0,443,394,ISIC_0029087
3984,3984,HAM10000_images_part_1/ISIC_0028206.jpg,72,55,248,306,ISIC_0028206
3985,3985,HAM10000_images_part_1/ISIC_0027135.jpg,233,107,140,141,ISIC_0027135
3986,3986,HAM10000_images_part_1/ISIC_0029118.jpg,49,194,147,138,ISIC_0029118
3987,3987,HAM10000_images_part_1/ISIC_0025722.jpg,0,55,210,252,ISIC_0025722
3988,3988,HAM10000_images_part_1/ISIC_0025044.jpg,118,111,245,283,ISIC_0025044
3989,3989,HAM10000_images_part_1/ISIC_0028560.jpg,216,150,172,155,ISIC_0028560
3990,3990,HAM10000_images_part_1/ISIC_0027653.jpg,0,213,501,287,ISIC_0027653
3991,3991,HAM10000_images_part_1/ISIC_0026559.jpg,39,75,285,251,ISIC_0026559
3992,3992,HAM10000_images_part_1/ISIC_0028574.jpg,219,48,273,326,ISIC_0028574
3993,3993,HAM10000_images_part_1/ISIC_0027647.jpg,144,59,307,354,ISIC_0027647
3994,3994,HAM10000_images_part_1/ISIC_0025050.jpg,0,0,599,268,ISIC_0025050
3995,3995,HAM10000_images_part_1/ISIC_0025736.jpg,189,107,253,219,ISIC_0025736
3996,3996,HAM10000_images_part_1/ISIC_0024428.jpg,48,78,329,334,ISIC_0024428
3997,3997,HAM10000_images_part_1/ISIC_0028212.jpg,159,67,341,322,ISIC_0028212
3998,3998,HAM10000_images_part_1/ISIC_0027121.jpg,311,0,339,301,ISIC_0027121
3999,3999,HAM10000_images_part_1/ISIC_0024400.jpg,0,244,526,256,ISIC_0024400
4000,4000,HAM10000_images_part_1/ISIC_0027109.jpg,127,134,319,204,ISIC_0027109
4001,4001,HAM10000_images_part_1/ISIC_0026217.jpg,170,103,260,264,ISIC_0026217
4002,4002,HAM10000_images_part_1/ISIC_0029124.jpg,270,268,161,129,ISIC_0029124
4003,4003,HAM10000_images_part_1/ISIC_0026571.jpg,0,0,599,449,ISIC_0026571
4004,4004,HAM10000_images_part_1/ISIC_0024366.jpg,182,75,245,302,ISIC_0024366
4005,4005,HAM10000_images_part_1/ISIC_0025078.jpg,145,325,253,175,ISIC_0025078
4006,4006,HAM10000_images_part_1/ISIC_0024372.jpg,133,149,248,209,ISIC_0024372
4007,4007,HAM10000_images_part_1/ISIC_0026565.jpg,184,14,355,386,ISIC_0026565
4008,4008,HAM10000_images_part_1/ISIC_0028548.jpg,68,54,439,277,ISIC_0028548
4009,4009,HAM10000_images_part_1/ISIC_0026203.jpg,172,170,213,174,ISIC_0026203
4010,4010,HAM10000_images_part_1/ISIC_0029130.jpg,59,0,408,218,ISIC_0029130
4011,4011,HAM10000_images_part_1/ISIC_0024414.jpg,164,82,335,390,ISIC_0024414
4012,4012,HAM10000_images_part_1/ISIC_0025939.jpg,166,156,243,220,ISIC_0025939
4013,4013,HAM10000_images_part_1/ISIC_0027690.jpg,85,17,116,113,ISIC_0027690
4014,4014,HAM10000_images_part_1/ISIC_0027848.jpg,197,153,185,185,ISIC_0027848
4015,4015,HAM10000_images_part_1/ISIC_0025087.jpg,119,1,287,442,ISIC_0025087
4016,4016,HAM10000_images_part_1/ISIC_0024399.jpg,151,16,377,390,ISIC_0024399
4017,4017,HAM10000_images_part_1/ISIC_0025093.jpg,207,45,273,251,ISIC_0025093
4018,4018,HAM10000_images_part_1/ISIC_0027684.jpg,172,148,260,196,ISIC_0027684
4019,4019,HAM10000_images_part_1/ISIC_0025905.jpg,207,154,163,145,ISIC_0025905
4020,4020,HAM10000_images_part_1/ISIC_0027874.jpg,61,84,392,306,ISIC_0027874
4021,4021,HAM10000_images_part_1/ISIC_0027860.jpg,211,146,104,103,ISIC_0027860
4022,4022,HAM10000_images_part_1/ISIC_0025911.jpg,0,0,100,100,ISIC_0025911
4023,4023,HAM10000_images_part_1/ISIC_0027451.jpg,0,123,297,305,ISIC_0027451
4024,4024,HAM10000_images_part_1/ISIC_0028762.jpg,136,89,290,256,ISIC_0028762
4025,4025,HAM10000_images_part_1/ISIC_0026997.jpg,111,14,311,372,ISIC_0026997
4026,4026,HAM10000_images_part_1/ISIC_0025246.jpg,0,0,181,137,ISIC_0025246
4027,4027,HAM10000_images_part_1/ISIC_0025520.jpg,55,13,564,445,ISIC_0025520
4028,4028,HAM10000_images_part_1/ISIC_0026029.jpg,211,149,205,179,ISIC_0026029
4029,4029,HAM10000_images_part_1/ISIC_0027337.jpg,0,258,518,242,ISIC_0027337
4030,4030,HAM10000_images_part_1/ISIC_0028004.jpg,92,249,124,148,ISIC_0028004
4031,4031,HAM10000_images_part_1/ISIC_0027323.jpg,185,116,220,233,ISIC_0027323
4032,4032,HAM10000_images_part_1/ISIC_0028010.jpg,216,153,203,183,ISIC_0028010
4033,4033,HAM10000_images_part_1/ISIC_0025534.jpg,138,51,298,317,ISIC_0025534
4034,4034,HAM10000_images_part_1/ISIC_0025252.jpg,80,67,353,275,ISIC_0025252
4035,4035,HAM10000_images_part_1/ISIC_0027445.jpg,22,290,135,149,ISIC_0027445
4036,4036,HAM10000_images_part_1/ISIC_0028776.jpg,134,133,298,344,ISIC_0028776
4037,4037,HAM10000_images_part_1/ISIC_0026983.jpg,339,216,259,251,ISIC_0026983
4038,4038,HAM10000_images_part_1/ISIC_0028986.jpg,183,0,289,376,ISIC_0028986
4039,4039,HAM10000_images_part_1/ISIC_0026773.jpg,129,78,357,279,ISIC_0026773
4040,4040,HAM10000_images_part_1/ISIC_0026015.jpg,227,39,240,341,ISIC_0026015
4041,4041,HAM10000_images_part_1/ISIC_0028038.jpg,76,125,280,222,ISIC_0028038
4042,4042,HAM10000_images_part_1/ISIC_0024602.jpg,263,154,118,117,ISIC_0024602
4043,4043,HAM10000_images_part_1/ISIC_0024616.jpg,19,119,374,344,ISIC_0024616
4044,4044,HAM10000_images_part_1/ISIC_0025508.jpg,66,66,261,294,ISIC_0025508
4045,4045,HAM10000_images_part_1/ISIC_0026001.jpg,96,118,229,291,ISIC_0026001
4046,4046,HAM10000_images_part_1/ISIC_0027479.jpg,106,71,292,235,ISIC_0027479
4047,4047,HAM10000_images_part_1/ISIC_0028992.jpg,103,153,290,244,ISIC_0028992
4048,4048,HAM10000_images_part_1/ISIC_0026767.jpg,389,31,259,449,ISIC_0026767
4049,4049,HAM10000_images_part_1/ISIC_0025285.jpg,183,97,105,107,ISIC_0025285
4050,4050,HAM10000_images_part_1/ISIC_0028979.jpg,28,0,502,449,ISIC_0028979
4051,4051,HAM10000_images_part_1/ISIC_0027492.jpg,250,151,128,130,ISIC_0027492
4052,4052,HAM10000_images_part_1/ISIC_0026954.jpg,0,218,461,282,ISIC_0026954
4053,4053,HAM10000_images_part_1/ISIC_0024825.jpg,390,0,254,141,ISIC_0024825
4054,4054,HAM10000_images_part_1/ISIC_0024831.jpg,220,161,157,151,ISIC_0024831
4055,4055,HAM10000_images_part_1/ISIC_0026798.jpg,104,232,376,268,ISIC_0026798
4056,4056,HAM10000_images_part_1/ISIC_0027486.jpg,196,127,263,286,ISIC_0027486
4057,4057,HAM10000_images_part_1/ISIC_0026940.jpg,190,103,159,184,ISIC_0026940
4058,4058,HAM10000_images_part_1/ISIC_0025291.jpg,200,60,266,212,ISIC_0025291
4059,4059,HAM10000_images_part_1/ISIC_0028945.jpg,224,135,173,186,ISIC_0028945
4060,4060,HAM10000_images_part_1/ISIC_0026968.jpg,82,156,201,208,ISIC_0026968
4061,4061,HAM10000_images_part_1/ISIC_0024819.jpg,149,24,292,352,ISIC_0024819
4062,4062,HAM10000_images_part_1/ISIC_0028951.jpg,215,150,256,210,ISIC_0028951
4063,4063,HAM10000_images_part_1/ISIC_0028789.jpg,81,3,320,372,ISIC_0028789
4064,4064,HAM10000_images_part_1/ISIC_0028947.jpg,172,102,272,223,ISIC_0028947
4065,4065,HAM10000_images_part_1/ISIC_0028953.jpg,37,133,361,337,ISIC_0028953
4066,4066,HAM10000_images_part_1/ISIC_0024827.jpg,205,171,261,230,ISIC_0024827
4067,4067,HAM10000_images_part_1/ISIC_0026956.jpg,204,95,229,240,ISIC_0026956
4068,4068,HAM10000_images_part_1/ISIC_0027490.jpg,190,108,306,310,ISIC_0027490
4069,4069,HAM10000_images_part_1/ISIC_0025287.jpg,195,132,269,244,ISIC_0025287
4070,4070,HAM10000_images_part_1/ISIC_0025293.jpg,234,62,237,243,ISIC_0025293
4071,4071,HAM10000_images_part_1/ISIC_0026942.jpg,147,80,253,266,ISIC_0026942
4072,4072,HAM10000_images_part_1/ISIC_0027484.jpg,357,317,197,151,ISIC_0027484
4073,4073,HAM10000_images_part_1/ISIC_0024833.jpg,157,104,180,163,ISIC_0024833
4074,4074,HAM10000_images_part_1/ISIC_0024600.jpg,150,149,134,123,ISIC_0024600
4075,4075,HAM10000_images_part_1/ISIC_0027309.jpg,246,29,211,232,ISIC_0027309
4076,4076,HAM10000_images_part_1/ISIC_0026017.jpg,0,134,294,347,ISIC_0026017
4077,4077,HAM10000_images_part_1/ISIC_0026771.jpg,148,127,299,288,ISIC_0026771
4078,4078,HAM10000_images_part_1/ISIC_0028984.jpg,112,0,419,440,ISIC_0028984
4079,4079,HAM10000_images_part_1/ISIC_0025278.jpg,227,166,139,142,ISIC_0025278
4080,4080,HAM10000_images_part_1/ISIC_0026765.jpg,226,78,230,180,ISIC_0026765
4081,4081,HAM10000_images_part_1/ISIC_0028990.jpg,107,60,268,267,ISIC_0028990
4082,4082,HAM10000_images_part_1/ISIC_0028748.jpg,29,0,501,340,ISIC_0028748
4083,4083,HAM10000_images_part_1/ISIC_0026003.jpg,242,48,252,290,ISIC_0026003
4084,4084,HAM10000_images_part_1/ISIC_0024614.jpg,149,155,355,263,ISIC_0024614
4085,4085,HAM10000_images_part_1/ISIC_0027335.jpg,152,69,300,295,ISIC_0027335
4086,4086,HAM10000_images_part_1/ISIC_0028006.jpg,129,52,326,320,ISIC_0028006
4087,4087,HAM10000_images_part_1/ISIC_0025522.jpg,269,346,210,154,ISIC_0025522
4088,4088,HAM10000_images_part_1/ISIC_0025244.jpg,35,118,254,288,ISIC_0025244
4089,4089,HAM10000_images_part_1/ISIC_0026995.jpg,242,64,229,212,ISIC_0026995
4090,4090,HAM10000_images_part_1/ISIC_0027453.jpg,92,0,326,376,ISIC_0027453
4091,4091,HAM10000_images_part_1/ISIC_0028760.jpg,134,151,256,230,ISIC_0028760
4092,4092,HAM10000_images_part_1/ISIC_0026759.jpg,117,107,325,261,ISIC_0026759
4093,4093,HAM10000_images_part_1/ISIC_0026981.jpg,178,205,139,149,ISIC_0026981
4094,4094,HAM10000_images_part_1/ISIC_0027447.jpg,177,27,249,230,ISIC_0027447
4095,4095,HAM10000_images_part_1/ISIC_0028774.jpg,190,111,182,170,ISIC_0028774
4096,4096,HAM10000_images_part_1/ISIC_0025250.jpg,214,72,226,215,ISIC_0025250
4097,4097,HAM10000_images_part_1/ISIC_0025536.jpg,160,159,295,304,ISIC_0025536
4098,4098,HAM10000_images_part_1/ISIC_0024628.jpg,235,118,166,202,ISIC_0024628
4099,4099,HAM10000_images_part_1/ISIC_0027321.jpg,0,274,192,168,ISIC_0027321
4100,4100,HAM10000_images_part_1/ISIC_0028012.jpg,0,224,599,276,ISIC_0028012
4101,4101,HAM10000_images_part_1/ISIC_0027876.jpg,290,181,122,113,ISIC_0027876
4102,4102,HAM10000_images_part_1/ISIC_0025907.jpg,156,108,272,250,ISIC_0025907
4103,4103,HAM10000_images_part_1/ISIC_0025913.jpg,324,0,326,449,ISIC_0025913
4104,4104,HAM10000_images_part_1/ISIC_0027862.jpg,99,133,364,270,ISIC_0027862
4105,4105,HAM10000_images_part_1/ISIC_0028589.jpg,122,80,316,292,ISIC_0028589
4106,4106,HAM10000_images_part_1/ISIC_0025085.jpg,146,141,293,277,ISIC_0025085
4107,4107,HAM10000_images_part_1/ISIC_0027692.jpg,161,113,363,303,ISIC_0027692
4108,4108,HAM10000_images_part_1/ISIC_0026598.jpg,55,0,367,449,ISIC_0026598
4109,4109,HAM10000_images_part_1/ISIC_0027686.jpg,0,0,100,100,ISIC_0027686
4110,4110,HAM10000_images_part_1/ISIC_0025091.jpg,107,48,324,376,ISIC_0025091
4111,4111,HAM10000_images_part_1/ISIC_0024364.jpg,89,59,266,305,ISIC_0024364
4112,4112,HAM10000_images_part_1/ISIC_0026573.jpg,159,99,267,232,ISIC_0026573
4113,4113,HAM10000_images_part_1/ISIC_0026215.jpg,215,142,170,166,ISIC_0026215
4114,4114,HAM10000_images_part_1/ISIC_0029126.jpg,90,253,152,152,ISIC_0029126
4115,4115,HAM10000_images_part_1/ISIC_0028238.jpg,369,84,188,187,ISIC_0028238
4116,4116,HAM10000_images_part_1/ISIC_0024402.jpg,221,136,188,187,ISIC_0024402
4117,4117,HAM10000_images_part_1/ISIC_0024416.jpg,234,170,169,174,ISIC_0024416
4118,4118,HAM10000_images_part_1/ISIC_0025708.jpg,2,72,599,335,ISIC_0025708
4119,4119,HAM10000_images_part_1/ISIC_0026201.jpg,0,40,599,368,ISIC_0026201
4120,4120,HAM10000_images_part_1/ISIC_0029132.jpg,112,6,383,421,ISIC_0029132
4121,4121,HAM10000_images_part_1/ISIC_0027679.jpg,366,104,145,138,ISIC_0027679
4122,4122,HAM10000_images_part_1/ISIC_0026567.jpg,0,0,100,100,ISIC_0026567
4123,4123,HAM10000_images_part_1/ISIC_0024370.jpg,67,0,425,358,ISIC_0024370
4124,4124,HAM10000_images_part_1/ISIC_0028562.jpg,487,0,117,124,ISIC_0028562
4125,4125,HAM10000_images_part_1/ISIC_0027651.jpg,174,120,281,217,ISIC_0027651
4126,4126,HAM10000_images_part_1/ISIC_0027889.jpg,157,127,242,246,ISIC_0027889
4127,4127,HAM10000_images_part_1/ISIC_0025046.jpg,228,49,192,210,ISIC_0025046
4128,4128,HAM10000_images_part_1/ISIC_0024358.jpg,218,116,256,247,ISIC_0024358
4129,4129,HAM10000_images_part_1/ISIC_0025720.jpg,8,0,441,449,ISIC_0025720
4130,4130,HAM10000_images_part_1/ISIC_0026229.jpg,82,50,540,378,ISIC_0026229
4131,4131,HAM10000_images_part_1/ISIC_0028204.jpg,0,8,549,436,ISIC_0028204
4132,4132,HAM10000_images_part_1/ISIC_0027137.jpg,162,103,295,255,ISIC_0027137
4133,4133,HAM10000_images_part_1/ISIC_0028210.jpg,84,4,469,419,ISIC_0028210
4134,4134,HAM10000_images_part_1/ISIC_0027123.jpg,114,134,296,281,ISIC_0027123
4135,4135,HAM10000_images_part_1/ISIC_0025734.jpg,195,53,455,447,ISIC_0025734
4136,4136,HAM10000_images_part_1/ISIC_0025052.jpg,125,75,237,280,ISIC_0025052
4137,4137,HAM10000_images_part_1/ISIC_0028576.jpg,211,114,205,256,ISIC_0028576
4138,4138,HAM10000_images_part_1/ISIC_0027645.jpg,223,168,157,139,ISIC_0027645
4139,4139,HAM10000_images_part_1/ISIC_0027902.jpg,59,84,508,292,ISIC_0027902
4140,4140,HAM10000_images_part_1/ISIC_0025873.jpg,257,125,267,265,ISIC_0025873
4141,4141,HAM10000_images_part_1/ISIC_0029091.jpg,234,149,152,149,ISIC_0029091
4142,4142,HAM10000_images_part_1/ISIC_0029085.jpg,134,0,375,311,ISIC_0029085
4143,4143,HAM10000_images_part_1/ISIC_0025867.jpg,76,0,211,385,ISIC_0025867
4144,4144,HAM10000_images_part_1/ISIC_0027916.jpg,197,28,305,364,ISIC_0027916
4145,4145,HAM10000_images_part_1/ISIC_0027080.jpg,243,16,126,119,ISIC_0027080
4146,4146,HAM10000_images_part_1/ISIC_0024589.jpg,0,0,599,279,ISIC_0024589
4147,4147,HAM10000_images_part_1/ISIC_0025697.jpg,147,43,363,370,ISIC_0025697
4148,4148,HAM10000_images_part_1/ISIC_0025683.jpg,232,131,213,225,ISIC_0025683
4149,4149,HAM10000_images_part_1/ISIC_0027094.jpg,299,299,220,184,ISIC_0027094
4150,4150,HAM10000_images_part_1/ISIC_0026407.jpg,108,0,433,449,ISIC_0026407
4151,4151,HAM10000_images_part_1/ISIC_0027719.jpg,0,0,100,100,ISIC_0027719
4152,4152,HAM10000_images_part_1/ISIC_0026361.jpg,55,123,398,341,ISIC_0026361
4153,4153,HAM10000_images_part_1/ISIC_0029052.jpg,0,0,100,100,ISIC_0029052
4154,4154,HAM10000_images_part_1/ISIC_0025668.jpg,278,186,132,138,ISIC_0025668
4155,4155,HAM10000_images_part_1/ISIC_0024576.jpg,61,94,354,216,ISIC_0024576
4156,4156,HAM10000_images_part_1/ISIC_0024562.jpg,145,61,352,270,ISIC_0024562
4157,4157,HAM10000_images_part_1/ISIC_0028358.jpg,143,61,320,312,ISIC_0028358
4158,4158,HAM10000_images_part_1/ISIC_0026375.jpg,182,161,162,194,ISIC_0026375
4159,4159,HAM10000_images_part_1/ISIC_0029046.jpg,188,90,275,278,ISIC_0029046
4160,4160,HAM10000_images_part_1/ISIC_0026413.jpg,156,24,289,260,ISIC_0026413
4161,4161,HAM10000_images_part_1/ISIC_0028416.jpg,149,49,297,287,ISIC_0028416
4162,4162,HAM10000_images_part_1/ISIC_0027725.jpg,15,0,490,438,ISIC_0027725
4163,4163,HAM10000_images_part_1/ISIC_0025132.jpg,118,81,326,293,ISIC_0025132
4164,4164,HAM10000_images_part_1/ISIC_0025654.jpg,81,258,112,116,ISIC_0025654
4165,4165,HAM10000_images_part_1/ISIC_0028370.jpg,180,141,224,183,ISIC_0028370
4166,4166,HAM10000_images_part_1/ISIC_0027043.jpg,132,69,283,251,ISIC_0027043
4167,4167,HAM10000_images_part_1/ISIC_0028364.jpg,190,98,199,217,ISIC_0028364
4168,4168,HAM10000_images_part_1/ISIC_0027057.jpg,210,172,230,159,ISIC_0027057
4169,4169,HAM10000_images_part_1/ISIC_0026349.jpg,61,25,328,314,ISIC_0026349
4170,4170,HAM10000_images_part_1/ISIC_0025640.jpg,189,139,309,253,ISIC_0025640
4171,4171,HAM10000_images_part_1/ISIC_0025898.jpg,204,150,210,125,ISIC_0025898
4172,4172,HAM10000_images_part_1/ISIC_0025126.jpg,0,0,316,449,ISIC_0025126
4173,4173,HAM10000_images_part_1/ISIC_0028402.jpg,196,135,329,281,ISIC_0028402
4174,4174,HAM10000_images_part_1/ISIC_0027731.jpg,55,53,411,333,ISIC_0027731
4175,4175,HAM10000_images_part_1/ISIC_0029293.jpg,103,49,404,416,ISIC_0029293
4176,4176,HAM10000_images_part_1/ISIC_0028833.jpg,222,101,230,264,ISIC_0028833
4177,4177,HAM10000_images_part_1/ISIC_0028827.jpg,48,94,338,292,ISIC_0028827
4178,4178,HAM10000_images_part_1/ISIC_0028199.jpg,138,178,292,250,ISIC_0028199
4179,4179,HAM10000_images_part_1/ISIC_0029287.jpg,118,131,273,235,ISIC_0029287
4180,4180,HAM10000_images_part_1/ISIC_0024953.jpg,0,112,508,373,ISIC_0024953
4181,4181,HAM10000_images_part_1/ISIC_0025495.jpg,51,297,289,203,ISIC_0025495
4182,4182,HAM10000_images_part_1/ISIC_0027282.jpg,103,86,407,338,ISIC_0027282
4183,4183,HAM10000_images_part_1/ISIC_0026822.jpg,165,0,112,115,ISIC_0026822
4184,4184,HAM10000_images_part_1/ISIC_0026836.jpg,0,0,175,161,ISIC_0026836
4185,4185,HAM10000_images_part_1/ISIC_0027296.jpg,298,141,108,107,ISIC_0027296
4186,4186,HAM10000_images_part_1/ISIC_0026188.jpg,163,163,271,297,ISIC_0026188
4187,4187,HAM10000_images_part_1/ISIC_0024947.jpg,225,128,147,168,ISIC_0024947
4188,4188,HAM10000_images_part_1/ISIC_0025481.jpg,245,25,257,296,ISIC_0025481
4189,4189,HAM10000_images_part_1/ISIC_0024774.jpg,101,64,411,368,ISIC_0024774
4190,4190,HAM10000_images_part_1/ISIC_0029250.jpg,97,111,443,338,ISIC_0029250
4191,4191,HAM10000_images_part_1/ISIC_0026163.jpg,197,144,236,200,ISIC_0026163
4192,4192,HAM10000_images_part_1/ISIC_0028628.jpg,297,41,210,303,ISIC_0028628
4193,4193,HAM10000_images_part_1/ISIC_0026605.jpg,360,20,172,135,ISIC_0026605
4194,4194,HAM10000_images_part_1/ISIC_0025318.jpg,82,105,271,249,ISIC_0025318
